Incident Id,Date of Arrest,Time of Arrest,Primary Charge,Arrestee's Age,Arrestee's Race,Arrestee's Gender,Type of Arrest,Drugs or Alcohol Present,Weapon Present
25818,2010-11-10,10:39,ASSAULT,20.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25819,2010-11-10,16:10,FAIL TO APPEAR,27.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25831,2010-11-13,14:30,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
25847,2010-11-13,14:55,ALCOHOL,59.0,W,M,SUMMONED/CITED,Y,UNARMED
25833,2010-11-13,15:00,ALCOHOL,36.0,W,M,SUMMONED/CITED,Y,UNARMED
25843,2010-11-13,15:20,ALCOHOL,26.0,W,M,SUMMONED/CITED,Y,UNARMED
25846,2010-11-13,15:25,ALCOHOL,23.0,W,M,SUMMONED/CITED,Y,UNARMED
25855,2010-11-14,14:30,OTHER,25.0,B,F,ON VIEW,N,UNARMED
25862,2010-11-16,13:39,FAIL TO APPEAR,50.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
25927,2010-11-18,16:39,FAIL TO APPEAR,29.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25869,2010-11-20,0:39,OTHER,33.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
25874,2010-11-20,3:31,DWI,31.0,W,M,ON VIEW,Y,UNARMED
25872,2010-11-20,10:38,FAIL TO APPEAR,29.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25879,2010-11-21,1:01,DWI,30.0,A,M,ON VIEW,Y,UNARMED
25896,2010-11-23,16:20,DRUGS,25.0,W,M,SUMMONED/CITED,Y,UNARMED
25899,2010-11-24,9:15,TRESPASSING,28.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25911,2010-11-26,22:48,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
25912,2010-11-27,20:17,OTHER,18.0,W,M,ON VIEW,N,UNARMED
25920,2010-11-30,16:13,FAIL TO APPEAR,45.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
25924,2010-11-30,16:42,FAIL TO APPEAR,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
25921,2010-11-30,19:30,FAIL TO APPEAR,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
25926,2010-12-01,16:36,OTHER,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
25928,2010-12-02,2:24,DWI,25.0,W,M,ON VIEW,Y,UNARMED
25934,2010-12-04,1:29,ALCOHOL,21.0,W,M,SUMMONED/CITED,Y,UNARMED
25940,2010-12-05,2:17,FAIL TO APPEAR,21.0,B,M,ON VIEW,Y,UNARMED
25945,2010-12-06,4:09,DWI,27.0,W,M,ON VIEW,Y,UNARMED
25959,2010-12-10,22:10,DRUGS,50.0,B,M,ON VIEW,Y,UNARMED
25956,2010-12-11,3:03,OTHER,21.0,W,M,SUMMONED/CITED,Y,UNARMED
25963,2010-12-12,2:00,ALCOHOL,21.0,W,M,ON VIEW,Y,UNARMED
25969,2010-12-13,10:02,DRUGS,24.0,W,M,SUMMONED/CITED,N,UNARMED
25978,2010-12-16,1:57,FAIL TO APPEAR,32.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
25988,2010-12-18,21:35,OTHER,23.0,W,M,ON VIEW,N,UNARMED
25990,2010-12-19,2:50,OTHER,24.0,W,M,SUMMONED/CITED,Y,UNARMED
25996,2010-12-20,21:20,OTHER,54.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26005,2010-12-23,20:58,DRUGS,19.0,W,M,ON VIEW,Y,UNARMED
26015,2010-12-26,23:13,FAIL TO APPEAR,25.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26017,2010-12-27,1:30,ASSAULT,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26031,2010-12-27,2:00,OTHER,22.0,W,M,SUMMONED/CITED,Y,UNARMED
26026,2010-12-30,15:49,OTHER,55.0,W,F,SUMMONED/CITED,Y,UNARMED
26033,2011-01-01,2:38,OTHER,19.0,W,M,SUMMONED/CITED,Y,UNARMED
26045,2011-01-03,9:00,OTHER,39.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26081,2011-01-03,19:30,FAIL TO APPEAR,19.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26049,2011-01-05,2:33,OTHER,33.0,B,M,SUMMONED/CITED,N,UNARMED
26050,2011-01-05,4:00,OTHER,20.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26052,2011-01-05,18:30,OTHER,26.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26107,2011-01-05,22:47,OTHER,18.0,W,M,SUMMONED/CITED,N,UNARMED
26062,2011-01-07,12:04,OTHER,30.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26065,2011-01-07,21:59,ALCOHOL,33.0,B,M,ON VIEW,Y,UNARMED
26075,2011-01-08,2:38,OTHER,20.0,W,F,ON VIEW,Y,UNARMED
26090,2011-01-08,3:02,ALCOHOL,38.0,B,F,SUMMONED/CITED,N,UNARMED
26084,2011-01-09,3:15,DWI,27.0,B,F,ON VIEW,Y,UNARMED
26087,2011-01-10,12:01,OTHER,42.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26094,2011-01-12,15:09,OTHER,22.0,W,M,SUMMONED/CITED,N,UNARMED
26096,2011-01-13,5:07,FAIL TO APPEAR,32.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26099,2011-01-13,20:42,ALCOHOL,46.0,W,M,ON VIEW,Y,UNARMED
26104,2011-01-14,9:11,OTHER,42.0,W,M,ON VIEW,U,UNARMED
26105,2011-01-14,17:14,DRUGS,20.0,W,M,SUMMONED/CITED,N,UNARMED
26112,2011-01-16,2:04,OTHER,20.0,B,F,SUMMONED/CITED,Y,UNARMED
26120,2011-01-20,3:26,FAIL TO APPEAR,21.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26124,2011-01-20,19:20,LARCENY,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26127,2011-01-21,0:54,OTHER,34.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26141,2011-01-25,21:16,FAIL TO APPEAR,36.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26146,2011-01-26,13:08,OTHER,64.0,B,M,ON VIEW,Y,UNARMED
26144,2011-01-26,18:06,OTHER,46.0,B,M,SUMMONED/CITED,U,UNARMED
26148,2011-01-27,1:31,DWI,21.0,W,M,ON VIEW,Y,UNARMED
26147,2011-01-27,1:35,OTHER,21.0,W,M,SUMMONED/CITED,Y,UNARMED
26151,2011-01-27,19:43,OTHER,44.0,B,M,ON VIEW,Y,UNARMED
26153,2011-01-28,6:14,DRUGS,19.0,W,M,ON VIEW,Y,UNARMED
26154,2011-01-28,7:13,TRESPASSING,32.0,B,F,SUMMONED/CITED,N,UNARMED
26155,2011-01-28,15:51,OTHER,31.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26181,2011-01-30,21:02,OTHER,34.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26184,2011-01-31,10:55,OTHER,44.0,B,M,ON VIEW,Y,UNARMED
26185,2011-02-01,11:39,FAIL TO APPEAR,56.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26187,2011-02-01,23:56,OTHER,24.0,B,M,ON VIEW,N,UNARMED
26195,2011-02-02,21:50,OTHER,28.0,B,M,SUMMONED/CITED,Y,UNARMED
26196,2011-02-02,23:59,FAIL TO APPEAR,29.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26201,2011-02-03,9:00,DRUGS,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26207,2011-02-04,20:05,TRESPASSING,46.0,W,M,SUMMONED/CITED,Y,UNARMED
26210,2011-02-04,22:42,FAIL TO APPEAR,28.0,W,M,ON VIEW,U,UNARMED
26215,2011-02-05,22:56,ASSAULT,23.0,W,M,ON VIEW,Y,UNARMED
26216,2011-02-06,7:43,ASSAULT,25.0,W,M,ON VIEW,U,UNARMED
26223,2011-02-07,15:14,ASSAULT,23.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26228,2011-02-08,14:00,OTHER,18.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26233,2011-02-09,11:38,OTHER,29.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26240,2011-02-11,16:16,DRUGS,18.0,W,F,ON VIEW,Y,UNARMED
26261,2011-02-15,8:56,FAIL TO APPEAR,34.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26266,2011-02-16,2:50,ALCOHOL,39.0,B,M,ON VIEW,Y,UNARMED
26269,2011-02-17,3:09,OTHER,29.0,B,M,ON VIEW,Y,UNARMED
26276,2011-02-17,20:52,DRUGS,46.0,W,M,SUMMONED/CITED,Y,UNARMED
26295,2011-02-17,22:24,DRUGS,45.0,B,M,ON VIEW,Y,UNARMED
26288,2011-02-18,0:30,ALCOHOL,22.0,W,M,SUMMONED/CITED,Y,UNARMED
26289,2011-02-18,1:00,OTHER,29.0,W,M,SUMMONED/CITED,Y,UNARMED
26291,2011-02-18,5:25,DWI,22.0,W,M,ON VIEW,Y,UNARMED
26297,2011-02-20,4:32,ASSAULT,25.0,B,F,ON VIEW,Y,UNARMED
26307,2011-02-22,14:24,OTHER,29.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26308,2011-02-23,0:20,OTHER,40.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26331,2011-02-27,12:22,DWI,23.0,W,M,ON VIEW,Y,UNARMED
26335,2011-02-28,4:31,DWI,24.0,W,F,ON VIEW,Y,UNARMED
26340,2011-03-01,20:07,ALCOHOL,40.0,B,M,SUMMONED/CITED,Y,UNARMED
26341,2011-03-01,22:10,ASSAULT,32.0,B,M,ON VIEW,Y,UNARMED
26342,2011-03-02,8:28,OTHER,43.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26346,2011-03-02,18:00,FAIL TO APPEAR,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26365,2011-03-04,11:22,OTHER,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26377,2011-03-06,2:09,ASSAULT,21.0,B,M,ON VIEW,Y,UNARMED
26393,2011-03-09,17:32,LARCENY,18.0,B,M,ON VIEW,N,UNARMED
26396,2011-03-12,1:30,DWI,25.0,W,M,SUMMONED/CITED,Y,UNARMED
26401,2011-03-12,2:06,DWI,25.0,W,M,ON VIEW,Y,UNARMED
26400,2011-03-12,12:15,DRUGS,56.0,W,F,SUMMONED/CITED,Y,UNARMED
26403,2011-03-12,23:01,TRESPASSING,56.0,B,M,SUMMONED/CITED,U,UNARMED
26406,2011-03-13,13:42,ASSAULT,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26407,2011-03-13,15:59,LARCENY,49.0,B,M,ON VIEW,N,UNARMED
26412,2011-03-14,1:35,OTHER,18.0,W,M,ON VIEW,U,UNARMED
26416,2011-03-15,15:40,DWI,29.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26425,2011-03-17,3:16,OTHER,46.0,B,M,ON VIEW,U,HANDGUN
26426,2011-03-17,14:23,OTHER,32.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26446,2011-03-17,19:18,ALCOHOL,41.0,B,M,SUMMONED/CITED,Y,UNARMED
26432,2011-03-18,1:10,OTHER,20.0,W,F,SUMMONED/CITED,Y,UNARMED
26444,2011-03-18,1:46,ASSAULT,26.0,W,M,ON VIEW,Y,UNARMED
26454,2011-03-18,22:56,OTHER,19.0,W,M,SUMMONED/CITED,Y,UNARMED
26461,2011-03-19,12:07,FAIL TO APPEAR,41.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26463,2011-03-19,23:41,ALCOHOL,49.0,B,M,SUMMONED/CITED,Y,UNARMED
26465,2011-03-20,4:35,DRUGS,28.0,B,M,ON VIEW,Y,UNARMED
26469,2011-03-20,16:20,ALCOHOL,41.0,W,M,SUMMONED/CITED,Y,UNARMED
26470,2011-03-22,3:08,FAIL TO APPEAR,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26486,2011-03-25,7:08,ASSAULT,26.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26492,2011-03-26,0:06,ALCOHOL,18.0,B,M,ON VIEW,Y,UNARMED
26505,2011-03-28,21:37,FAIL TO APPEAR,30.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26508,2011-03-29,20:41,ALCOHOL,40.0,B,M,SUMMONED/CITED,Y,UNARMED
26509,2011-03-29,21:03,OTHER,46.0,W,M,ON VIEW,Y,UNARMED
26516,2011-03-30,16:43,FAIL TO APPEAR,23.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26525,2011-04-01,0:38,OTHER,45.0,B,M,ON VIEW,Y,UNARMED
26532,2011-04-02,0:01,ALCOHOL,23.0,W,M,SUMMONED/CITED,Y,UNARMED
26535,2011-04-02,23:36,DRUGS,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26540,2011-04-04,5:11,DWI,31.0,W,M,ON VIEW,Y,UNARMED
26558,2011-04-05,21:32,FAIL TO APPEAR,20.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26546,2011-04-06,0:39,ALCOHOL,18.0,W,M,SUMMONED/CITED,Y,UNARMED
26549,2011-04-06,1:28,ASSAULT,23.0,W,F,ON VIEW,Y,UNARMED
26554,2011-04-08,0:09,OTHER,50.0,B,M,ON VIEW,Y,UNARMED
26565,2011-04-09,22:26,ASSAULT,22.0,W,M,ON VIEW,Y,UNARMED
26586,2011-04-14,22:04,DRUGS,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26599,2011-04-15,18:19,ASSAULT,47.0,W,M,ON VIEW,Y,UNARMED
26606,2011-04-18,2:54,DWI,23.0,B,M,ON VIEW,Y,UNARMED
26617,2011-04-19,17:20,DRUGS,21.0,B,F,SUMMONED/CITED,Y,UNARMED
26619,2011-04-20,15:38,OTHER,61.0,W,M,SUMMONED/CITED,Y,UNARMED
26621,2011-04-20,18:01,ALCOHOL,66.0,B,M,SUMMONED/CITED,Y,UNARMED
26629,2011-04-22,23:54,DWI,23.0,W,M,ON VIEW,Y,UNARMED
26633,2011-04-23,10:35,DRUGS,48.0,B,M,SUMMONED/CITED,Y,UNARMED
26632,2011-04-23,11:18,OTHER,43.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26642,2011-04-24,0:53,FAIL TO APPEAR,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26639,2011-04-24,2:17,FAIL TO APPEAR,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26635,2011-04-24,4:26,OTHER,20.0,B,M,ON VIEW,Y,HANDGUN
26646,2011-04-26,12:30,DRUGS,22.0,W,M,ON VIEW,U,UNARMED
26649,2011-04-26,20:54,OTHER,30.0,W,M,ON VIEW,N,UNARMED
26678,2011-04-27,22:40,ALCOHOL,22.0,W,F,SUMMONED/CITED,Y,UNARMED
26688,2011-04-28,23:31,ALCOHOL,26.0,W,M,ON VIEW,Y,UNARMED
26689,2011-04-29,2:36,FAIL TO APPEAR,21.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26692,2011-04-29,14:47,FAIL TO APPEAR,44.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26706,2011-05-01,3:51,DRUGS,20.0,W,M,ON VIEW,Y,UNARMED
26709,2011-05-02,14:33,OTHER,18.0,B,M,ON VIEW,U,UNARMED
26710,2011-05-03,1:03,DWI,25.0,B,M,ON VIEW,Y,UNARMED
26717,2011-05-04,12:44,DWI,40.0,B,M,ON VIEW,Y,UNARMED
26718,2011-05-04,19:19,ALCOHOL,53.0,B,M,SUMMONED/CITED,Y,UNARMED
26721,2011-05-05,14:00,DRUGS,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26722,2011-05-05,14:00,OTHER,26.0,W,F,ON VIEW,U,UNARMED
26723,2011-05-05,14:00,DRUGS,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26725,2011-05-06,2:40,OTHER,21.0,W,M,ON VIEW,Y,UNARMED
26726,2011-05-06,5:44,DWI,24.0,B,M,ON VIEW,Y,UNARMED
26732,2011-05-06,15:05,ASSAULT,40.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26741,2011-05-07,17:30,DWI,30.0,W,M,ON VIEW,Y,UNARMED
26735,2011-05-08,1:11,FAIL TO APPEAR,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26736,2011-05-08,2:35,OTHER,24.0,B,F,ON VIEW,Y,UNARMED
26745,2011-05-09,6:20,DRUGS,66.0,B,M,SUMMONED/CITED,Y,UNARMED
26770,2011-05-15,3:40,DWI,41.0,W,M,ON VIEW,Y,UNARMED
26774,2011-05-15,9:21,ASSAULT,23.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26779,2011-05-16,7:18,OTHER,45.0,W,M,SUMMONED/CITED,N,UNARMED
26795,2011-05-20,11:58,FAIL TO APPEAR,21.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26796,2011-05-21,2:10,DWI,24.0,A,M,ON VIEW,Y,UNARMED
26799,2011-05-21,3:34,DWI,22.0,W,F,ON VIEW,Y,UNARMED
26797,2011-05-22,3:52,DRUGS,48.0,B,M,ON VIEW,Y,UNARMED
26801,2011-05-22,15:25,OTHER,37.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26802,2011-05-22,19:29,TRESPASSING,53.0,B,M,ON VIEW,U,UNARMED
26806,2011-05-23,2:20,ASSAULT,25.0,W,M,ON VIEW,Y,UNARMED
26804,2011-05-23,2:36,ALCOHOL,41.0,B,M,SUMMONED/CITED,Y,UNARMED
26809,2011-05-23,22:32,FAIL TO APPEAR,23.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26810,2011-05-23,23:09,OTHER,67.0,B,M,SUMMONED/CITED,Y,UNARMED
26813,2011-05-24,19:40,FAIL TO APPEAR,44.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
26821,2011-05-25,19:34,OTHER,20.0,W,F,ON VIEW,N,UNARMED
26819,2011-05-26,1:55,OTHER,46.0,B,M,SUMMONED/CITED,U,UNARMED
26823,2011-05-26,19:31,FAIL TO APPEAR,38.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26837,2011-05-28,2:22,DRUGS,21.0,W,M,SUMMONED/CITED,Y,UNARMED
26852,2011-06-02,2:15,OTHER,20.0,B,M,ON VIEW,U,UNARMED
26854,2011-06-02,23:19,ALCOHOL,66.0,B,M,SUMMONED/CITED,Y,UNARMED
26855,2011-06-03,2:51,OTHER,21.0,W,M,SUMMONED/CITED,Y,UNARMED
26858,2011-06-03,22:07,FAIL TO APPEAR,47.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26874,2011-06-06,14:28,OTHER,24.0,B,F,ON VIEW,U,UNARMED
26873,2011-06-07,4:57,DWI,25.0,W,F,ON VIEW,Y,UNARMED
26887,2011-06-10,1:40,ASSAULT,24.0,B,F,ON VIEW,Y,UNARMED
26885,2011-06-10,1:51,ASSAULT,31.0,B,M,ON VIEW,Y,UNARMED
26890,2011-06-10,18:52,ASSAULT,24.0,B,F,ON VIEW,N,UNARMED
26891,2011-06-10,23:11,ASSAULT,49.0,B,F,ON VIEW,Y,UNARMED
26889,2011-06-11,0:01,DRUGS,22.0,W,F,ON VIEW,Y,UNARMED
26895,2011-06-11,1:38,OTHER,18.0,W,F,SUMMONED/CITED,Y,UNARMED
26892,2011-06-11,10:27,DRUGS,19.0,W,M,SUMMONED/CITED,Y,UNARMED
26911,2011-06-13,10:33,OTHER,23.0,B,M,ON VIEW,U,HANDGUN
26924,2011-06-16,22:51,OTHER,51.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
26938,2011-06-20,2:52,DWI,33.0,W,M,ON VIEW,Y,UNARMED
26946,2011-06-21,22:45,ASSAULT,43.0,B,M,ON VIEW,Y,UNARMED
26947,2011-06-21,23:30,TRESPASSING,43.0,B,F,ON VIEW,Y,UNARMED
26952,2011-06-23,0:54,ASSAULT,56.0,B,M,SUMMONED/CITED,U,UNARMED
26955,2011-06-23,3:14,DWI,24.0,W,M,SUMMONED/CITED,Y,UNARMED
26957,2011-06-23,17:38,FAIL TO APPEAR,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26960,2011-06-24,2:01,DRUGS,49.0,B,M,SUMMONED/CITED,Y,UNARMED
26971,2011-06-26,2:31,ALCOHOL,21.0,W,M,SUMMONED/CITED,Y,UNARMED
26977,2011-06-27,16:55,FAIL TO APPEAR,28.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26983,2011-06-29,18:06,DRUGS,24.0,W,M,SUMMONED/CITED,N,UNARMED
26991,2011-06-30,22:43,FAIL TO APPEAR,35.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26995,2011-07-01,20:28,FAIL TO APPEAR,38.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
26996,2011-07-02,19:19,LARCENY,22.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
27007,2011-07-07,10:25,DRUGS,41.0,B,M,SUMMONED/CITED,Y,UNARMED
27011,2011-07-07,17:39,LARCENY,33.0,B,M,ON VIEW,N,UNARMED
27023,2011-07-10,3:11,LARCENY,20.0,W,M,ON VIEW,Y,UNARMED
27035,2011-07-14,15:50,OTHER,56.0,W,F,SUMMONED/CITED,Y,UNARMED
27049,2011-07-15,12:39,ALCOHOL,39.0,B,M,SUMMONED/CITED,Y,UNARMED
27050,2011-07-16,12:38,ALCOHOL,56.0,W,F,SUMMONED/CITED,Y,UNARMED
27059,2011-07-18,3:31,FAIL TO APPEAR,20.0,B,M,ON VIEW,Y,UNARMED
27071,2011-07-20,20:43,FAIL TO APPEAR,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27081,2011-07-21,19:02,OTHER,21.0,B,M,ON VIEW,N,UNARMED
27075,2011-07-21,20:29,ALCOHOL,61.0,W,M,SUMMONED/CITED,Y,UNARMED
27083,2011-07-22,2:00,ASSAULT,20.0,B,M,SUMMONED/CITED,Y,UNARMED
27089,2011-07-22,20:56,ALCOHOL,28.0,B,M,ON VIEW,Y,UNARMED
27095,2011-07-23,20:25,OTHER,40.0,B,M,ON VIEW,U,UNARMED
27098,2011-07-24,5:13,ASSAULT,20.0,B,M,ON VIEW,Y,UNARMED
27103,2011-07-25,14:42,OTHER,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27110,2011-07-27,16:47,LARCENY,52.0,B,M,SUMMONED/CITED,N,UNARMED
27121,2011-07-29,2:05,ASSAULT,35.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
27129,2011-07-30,2:35,DWI,37.0,W,F,ON VIEW,Y,UNARMED
27128,2011-07-30,20:52,ALCOHOL,47.0,B,F,ON VIEW,Y,UNARMED
27146,2011-08-03,12:37,OTHER,52.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27155,2011-08-04,16:53,OTHER,23.0,A,M,ON VIEW,Y,UNARMED
27164,2011-08-06,4:24,OTHER,46.0,B,M,ON VIEW,Y,UNARMED
27184,2011-08-10,12:02,FAIL TO APPEAR,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27186,2011-08-11,2:57,DWI,26.0,B,F,ON VIEW,Y,UNARMED
27196,2011-08-12,2:33,ALCOHOL,23.0,W,F,ON VIEW,Y,UNARMED
27203,2011-08-13,16:59,LARCENY,24.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
27212,2011-08-15,0:28,OTHER,43.0,B,M,ON VIEW,N,UNARMED
27225,2011-08-16,4:18,DWI,28.0,W,M,ON VIEW,Y,UNARMED
27221,2011-08-16,10:32,OTHER,65.0,B,M,SUMMONED/CITED,Y,UNARMED
27233,2011-08-17,23:15,DRUGS,47.0,B,M,ON VIEW,Y,UNARMED
27234,2011-08-18,6:54,OTHER,26.0,W,M,ON VIEW,N,UNARMED
27242,2011-08-19,0:53,TRESPASSING,49.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27241,2011-08-19,1:28,OTHER,21.0,W,M,SUMMONED/CITED,Y,UNARMED
27249,2011-08-19,22:45,OTHER,38.0,B,M,ON VIEW,U,UNARMED
27262,2011-08-21,1:56,OTHER,19.0,W,M,ON VIEW,Y,UNARMED
27271,2011-08-22,16:59,OTHER,52.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27277,2011-08-22,21:43,DRUGS,20.0,W,M,SUMMONED/CITED,Y,UNARMED
27274,2011-08-22,22:13,ALCOHOL,36.0,A,M,ON VIEW,Y,UNARMED
27280,2011-08-23,12:04,OTHER,20.0,B,M,SUMMONED/CITED,N,UNARMED
27285,2011-08-23,23:30,OTHER,20.0,W,F,SUMMONED/CITED,Y,UNARMED
27290,2011-08-25,17:42,FAIL TO APPEAR,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27294,2011-08-25,23:40,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
27299,2011-08-26,2:00,OTHER,25.0,B,M,SUMMONED/CITED,Y,UNARMED
27304,2011-08-26,15:47,OTHER,30.0,B,M,ON VIEW,Y,UNARMED
27319,2011-08-27,11:30,ALCOHOL,50.0,B,M,SUMMONED/CITED,Y,UNARMED
27322,2011-08-28,1:20,ALCOHOL,20.0,W,M,SUMMONED/CITED,Y,UNARMED
27326,2011-08-29,0:44,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
27338,2011-08-29,11:18,TRESPASSING,65.0,B,M,SUMMONED/CITED,Y,UNARMED
27335,2011-08-29,18:10,ALCOHOL,65.0,B,M,SUMMONED/CITED,Y,UNARMED
27346,2011-08-30,18:57,OTHER,39.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
27353,2011-09-01,20:50,OTHER,39.0,B,F,ON VIEW,N,UNARMED
27368,2011-09-04,3:55,ALCOHOL,19.0,W,M,SUMMONED/CITED,Y,UNARMED
27385,2011-09-06,10:42,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
27386,2011-09-06,16:26,FAIL TO APPEAR,46.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
